artist_name	nb_artworks	artist_url	date_of_birth	date_of_death	desc	movements	mediums
Hubert Robert	187	https://artsandculture.google.com/entity/hubert-robert/m03kc8p?categoryId=artist	1733-05-22	1808-04-15	Hubert Robert was a French painter in the school of Romanticism, noted especially for his landscape paintings and capricci, or semi-fictitious picturesque depictions of ruins in Italy and of France.	['Rococo', 'Neoclassicism', 'Renaissance', 'Classicism', 'Romanticism']	['Etching', 'Oil paint', 'Chalk', 'Pigment', 'Drawing', 'Ink']
Santiago Rusiñol	117	https://artsandculture.google.com/entity/santiago-rusi%C3%B1ol/m05qsh1?categoryId=artist	1861-02-25	1931-06-13	Santiago Rusiñol i Prats was a Spanish painter, poet, journalist, collector and playwright. He was one of the leaders of the Catalan modernisme movement. He created more than a thousand paintings and wrote numerous works in Catalan and Spanish.	['Modern art', 'Post-Impressionism', 'Modernism', 'Art Nouveau', 'Impressionism', 'Symbolism']	['Drawing', 'Pencil', 'Oil paint', 'Conté', 'Crayon', 'Graphite']
Hieronymus Bosch	10	https://artsandculture.google.com/entity/hieronymus-bosch/m0cdn_?categoryId=artist		Died-Aug-9-1516	"Hieronymus Bosch was a Dutch/Netherlandish painter from Brabant. He is one of the most notable representatives of the Early Netherlandish painting school. His work, generally oil on oak wood, mainly contains fantastic illustrations of religious concepts and narratives. Within his lifetime his work was collected in the Netherlands, Austria, and Spain, and widely copied, especially his macabre and nightmarish depictions of hell.
Little is known of Bosch's life, though there are some records. He spent most of it in the town of 's-Hertogenbosch, where he was born in his grandfather's house. The roots of his forefathers are in Nijmegen and Aachen. His pessimistic fantastical style cast a wide influence on northern art of the 16th century, with Pieter Bruegel the Elder being his best-known follower. Today, Bosch is seen as a hugely individualistic painter with deep insight into humanity's desires and deepest fears. Attribution has been especially difficult; today only about 25 paintings are confidently given to his hand along with eight drawings. About another half-dozen paintings are confidently attributed to his workshop."	['Renaissance', 'Northern Renaissance', 'Dutch and Flemish Renaissance painting']	['Oil paint', 'Wood', 'Ink', 'Oak', 'Pen', 'Drawing']
Hiroshi Yoshida	36	https://artsandculture.google.com/entity/hiroshi-yoshida/m0d93wp?categoryId=artist	1876-09-19	1950-04-5	Hiroshi Yoshida was a 20th-century Japanese painter and woodblock printmaker. He is regarded as one of the greatest artists of the shin-hanga style, and is noted especially for his excellent landscape prints. Yoshida travelled widely, and was particularly known for his images of non-Japanese subjects done in traditional Japanese woodblock style, including the Taj Mahal, the Swiss Alps, the Grand Canyon, and other National Parks in the United States.	['Shin-hanga']	['Ink', 'Oil paint', 'Watercolor painting', 'Leather', 'Book', 'Silk']
Jeong Seon	180	https://artsandculture.google.com/entity/jeong-seon/m06w7x2?categoryId=artist	1676	1759-04-20	"Jeong Seon was a Korean landscape painter, also known by the pen name Kyomjae.
His cha was Wonbaek and another ho was Nangok. His works include ink and oriental water paintings, such as Inwangjesaekdo, Geumgang jeondo, and Ingokjeongsa, as well as numerous ""true-view"" landscape paintings on the subject of Korea and the history of its culture. He is counted among the most famous Korean painters.
The landscape paintings that he produced reflect most of the geographical features of Korea. His style is realistic rather than abstract."	['Gim Hongdo', 'Sin Yun-bok', 'Jang Seung-eop', 'Yun Du-seo', 'Kim Deuk-sin', 'Choe Buk']	['Silk', 'Textile', 'Ink', 'India ink']
Antonio Canova	183	https://artsandculture.google.com/entity/antonio-canova/m0wg4?categoryId=artist	1757-11-1	1822-10-13	Antonio Canova was an Italian Neoclassical sculptor, famous for his marble sculptures. Often regarded as the greatest of the Neoclassical artists, his sculpture was inspired by the Baroque and the classical revival, and has been characterised as having avoided the melodramatics of the former, and the cold artificiality of the latter.	['Neoclassicism']	['Plaster', 'Sculpture', 'Tempera', 'Rock', 'Marble', 'Drawing']
Max Klinger	100	https://artsandculture.google.com/entity/max-klinger/m02jgsr?categoryId=artist	1857-02-18	1920-07-5	Max Klinger was a German artist who produced significant work in painting, sculpture, prints and graphics, as well as writing a treatise articulating his ideas on art and the role of graphic arts and printmaking in relation to painting. He is associated with symbolism, the Vienna Secession, and Jugendstil the German manifestation of Art Nouveau. He is best known today for his many prints, particularly a series entitled Paraphrase on the Finding of a Glove and his monumental sculptural installation in homage to Beethoven at the Vienna Secession in 1902.	['Symbolism', 'Art Nouveau', 'Modern art']	['Etching', 'Engraving', 'Sculpture', 'Bronze', 'Laid paper', 'Metal']
Ma Yuan	6	https://artsandculture.google.com/entity/ma-yuan/m02717lt?categoryId=artist	1160	1225	Ma Yuan was a Chinese painter of the Song dynasty. His works, together with that of Xia Gui, formed the basis of the so-called Ma-Xia school of painting, and are considered among the finest from the period. His works has inspired both Chinese artists of the Zhe School, as well as the early Japanese painters Shūbun and Sesshū.	['Dai Jin', 'Cui Bai', 'Liu Songnian', 'Li Song', 'Su Hanchen', 'Zhao Mengjian']	['Ink', 'Silk', 'Textile']
Sin Yun-bok	72	https://artsandculture.google.com/entity/sin-yun-bok/m0749t2?categoryId=artist	Born-1758		"Shin Yun-bok, better known by his pen name Hyewon, was a Korean painter of the Joseon Dynasty. Like his contemporaries Danwon and Geungjae, he is known for his realistic depictions of daily life in his time. His genre paintings are distinctly more erotic than Danwon's, a fact which contributed to his expulsion from the royal painting institute, Dohwaseo. Painting was frequently a hereditary occupation in the Joseon period, and Hyewon's father and grandfather had both been court painters. Together with Danwon and the later painter Owon, Hyewon is remembered today as one of the ""Three Wons"" of Joseon-period painting.
He is Shin Mal Joo's descendant who was a scholar of the early Joseon Dynasty."	['Gim Hongdo', 'Jeong Seon', 'Jang Seung-eop', 'Yun Du-seo', 'Kim Deuk-sin', 'Yi In-mun']	['Ink', 'Silk', 'Textile']
Marcel Broodthaers	36	https://artsandculture.google.com/entity/marcel-broodthaers/m04d0p5?categoryId=artist	1924-01-28	1976-01-28	Marcel Broodthaers was a Belgian poet, filmmaker, and visual artist with a highly literate and often witty approach to creating art works.	['Modern art', 'Conceptual art', 'Contemporary art']	['Photograph', 'Iron', 'Metal', 'Plastic', 'Sculpture', 'Wood']
Frederic Leighton	66	https://artsandculture.google.com/entity/frederic-leighton/m01ww84?categoryId=artist	1830-12-3	1896-01-25	"Frederic Leighton, 1st Baron Leighton, PRA, known as Sir Frederic Leighton between 1878 and 1896, was a British painter, draughtsman, and sculptor. His works depicted historical, biblical, and classical subject matter in an academic style. His paintings were enormously popular, and expensive, during his lifetime, but fell out of critical favour for many decades in the early 20th century.
Leighton was the bearer of the shortest-lived peerage in history; after only one day his hereditary peerage became extinct upon his death."	['Academic art', 'Aestheticism', 'Neoclassicism', 'Symbolism', 'Classicism', 'Pre-Raphaelite Brotherhood']	['Drawing', 'Graphite', 'Oil paint', 'Ink', 'Chalk', 'Pigment']
Utagawa Toyokuni	222	https://artsandculture.google.com/entity/utagawa-toyokuni/m01rtt8?categoryId=artist	1769	1825-02-24	Utagawa Toyokuni, also often referred to as Toyokuni I, to distinguish him from the members of his school who took over his gō after he died, was a great master of ukiyo-e, known in particular for his kabuki actor prints. He was the second head of the renowned Utagawa school of Japanese woodblock artists, and was the artist who elevated it to the position of great fame and power it occupied for the rest of the nineteenth century.	['Ukiyo-e']	['Ink', 'Book', 'Wood', 'Textile', 'Engraving', 'Silk']
Zhang Xiaogang	6	https://artsandculture.google.com/entity/zhang-xiaogang/m0chn1c?categoryId=artist	Born-1958		"Zhang Xiaogang is a contemporary Chinese symbolist and surrealist painter. Paintings in his Bloodline series are predominantly monochromatic, stylized portraits of Chinese people, usually with large, dark-pupiled eyes, posed in a stiff manner deliberately reminiscent of family portraits from the 1950s and 1960s. Recently, he also created sculptures, translating for the first time into three dimensions many characters of the sort seen in his ""Bloodlines—Big Family"" portrait series. These sculptures have featured in many exhibits and continue his work as one of China's leading, and most highly sought-after, contemporary artists."	['Contemporary art']	['Oil paint', 'Textile', 'Glass', 'Photograph', 'Fiberglass', 'Iron']
Douglas Coupland	107	https://artsandculture.google.com/entity/douglas-coupland/m027y_?categoryId=artist	Born-Dec-30-1961		"Douglas Coupland OC OBC is a Canadian novelist, designer, and visual artist. His first novel, the 1991 international bestseller Generation X: Tales for an Accelerated Culture, popularized the terms Generation X and McJob. He has published thirteen novels, two collections of short stories, seven non-fiction books, and a number of dramatic works and screenplays for film and television. He is a columnist for the Financial Times and a frequent contributor to The New York Times, e-flux journal, Dis, and Vice. His art exhibits include Everywhere Is Anywhere Is Anything Is Everything which was exhibited at the Vancouver Art Gallery, and the Royal Ontario Museum and the Museum of Contemporary Canadian Art, and Bit Rot at Rotterdam's Witte de With Center for Contemporary Art and the Villa Stuck.
Coupland is an Officer of the Order of Canada, and a member of the Order of British Columbia. He published his thirteenth novel Worst. Person. Ever. in 2012. He also released an updated version of City of Glass and a biography, Extraordinary Canadians: Marshall McLuhan."	['Contemporary art', 'Conceptual art', 'Op art']	['Acrylic paint', 'Sculpture', 'Metal', 'Pigment', 'Ink', 'Plastic']
